Table,State,Town,Area,Total_Rural_Urban,Educational level,Total_Persons,Male_Persons,Female_Persons,Total_Main_worker,Male_Main_worker,Female_Main_worker,Total_Marg_worker,Male_Marg_worker,Female_Marg_worker,Total_marg_worker_avlbl_for_work,Male_marg_worker_avlbl_for_work,Female_marg_worker_avlbl_for_work,Total_Non_worker,Male_Non_worker,Female_Non_worker,Total_Non_worker_avlbl_for_work,Male_Non_worker_avlbl_for_work,Female_Non_worker_avlbl_for_work
B0103,09,801051,Banda (NPP+OG),Urban,Literate,116330,66344,49986,34174,30600,3574,5867,4651,1216,2887,2513,374,76289,31093,45196,10399,5701,4698
B0103,09,801051,Banda (NPP+OG),Urban,Literate but below matric/secondary,58092,31220,26872,11788,10697,1091,3040,2407,633,1377,1213,164,43264,18116,25148,3098,1615,1483
B0103,09,801051,Banda (NPP+OG),Urban,Matric/secondary but below graduate,31317,18191,13126,9230,8524,706,1560,1274,286,844,743,101,20527,8393,12134,3656,2080,1576
B0103,09,801051,Banda (NPP+OG),Urban,Technical diploma or certificate not equal to degree,329,287,42,161,148,13,8,7,1,7,7,0,160,132,28,54,46,8
B0103,09,801051,Banda (NPP+OG),Urban,Graduate and above other than technical degree,21457,13408,8049,10677,9324,1353,908,691,217,486,407,79,9872,3393,6479,2932,1555,1377
B0103,09,801051,Banda (NPP+OG),Urban,Technical degree or diploma equal to degree or post-graduate degree,2558,1807,751,1370,1108,262,70,48,22,33,21,12,1118,651,467,472,311,161
B0103,09,801064,Fatehpur (NPP),Urban,Total,193193,101263,91930,44909,38774,6135,13019,8732,4287,6460,4820,1640,135265,53757,81508,17259,9112,8147
B0103,09,801064,Fatehpur (NPP),Urban,Illiterate,63205,28739,34466,9912,7799,2113,4943,2730,2213,2261,1551,710,48350,18210,30140,3005,1241,1764
B0103,09,801064,Fatehpur (NPP),Urban,Literate,129988,72524,57464,34997,30975,4022,8076,6002,2074,4199,3269,930,86915,35547,51368,14254,7871,6383
B0103,09,801064,Fatehpur (NPP),Urban,Literate but below matric/secondary,60902,32662,28240,10921,9869,1052,3845,2849,996,1973,1566,407,46136,19944,26192,4337,2488,1849
B0103,09,801064,Fatehpur (NPP),Urban,Matric/secondary but below graduate,36880,20475,16405,9913,8989,924,2259,1723,536,1221,961,260,24708,9763,14945,5450,2986,2464
B0103,09,801064,Fatehpur (NPP),Urban,Technical diploma or certificate not equal to degree,247,210,37,125,115,10,7,6,1,2,2,0,115,89,26,45,35,10
B0103,09,801064,Fatehpur (NPP),Urban,Graduate and above other than technical degree,23069,13700,9369,10481,8931,1550,1275,905,370,682,481,201,11313,3864,7449,3452,1770,1682
B0103,09,801064,Fatehpur (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2007,1361,646,1019,793,226,100,68,32,62,46,16,888,500,388,351,223,128
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Total,1168385,630577,537808,281443,233722,47721,108759,68235,40524,53497,35545,17952,778183,328620,449563,114593,61969,52624
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Illiterate,281249,130735,150514,40890,29432,11458,22338,12054,10284,10669,6369,4300,218021,89249,128772,14180,6140,8040
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Literate,887136,499842,387294,240553,204290,36263,86421,56181,30240,42828,29176,13652,560162,239371,320791,100413,55829,44584
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Literate but below matric/secondary,300501,159562,140939,50630,43225,7405,26763,17100,9663,12530,8788,3742,223108,99237,123871,20631,11031,9600
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Matric/secondary but below graduate,274943,156237,118706,72344,63938,8406,27105,17809,9296,14515,9868,4647,175494,74490,101004,39766,22382,17384
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Technical diploma or certificate not equal to degree,2685,2316,369,1470,1378,92,231,192,39,109,91,18,984,746,238,293,238,55
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Graduate and above other than technical degree,204202,117947,86255,81223,67623,13600,20229,12861,7368,9991,6388,3603,102750,37463,65287,26837,13881,12956
B0103,09,801086,Allahabad (M Corp.+OG),Urban,Technical degree or diploma equal to degree or post-graduate degree,28927,20301,8626,12588,9996,2592,2747,1928,819,1515,1070,445,13592,8377,5215,4532,3097,1435
B0103,09,801108,Faizabad (NPP),Urban,Total,165228,85620,79608,39153,33322,5831,12826,8323,4503,7442,4664,2778,113249,43975,69274,16160,8061,8099
B0103,09,801108,Faizabad (NPP),Urban,Illiterate,41333,19101,22232,5889,4543,1346,2899,1697,1202,1602,951,651,32545,12861,19684,1854,724,1130
B0103,09,801108,Faizabad (NPP),Urban,Literate,123895,66519,57376,33264,28779,4485,9927,6626,3301,5840,3713,2127,80704,31114,49590,14306,7337,6969
B0103,09,801108,Faizabad (NPP),Urban,Literate but below matric/secondary,53192,28201,24991,9871,8767,1104,4355,2965,1390,2601,1736,865,38966,16469,22497,3835,2071,1764
B0103,09,801108,Faizabad (NPP),Urban,Matric/secondary but below graduate,35386,18658,16728,8950,8010,940,2728,1818,910,1635,1030,605,23708,8830,14878,5556,2967,2589
B0103,09,801108,Faizabad (NPP),Urban,Technical diploma or certificate not equal to degree,421,354,67,247,227,20,27,22,5,18,15,3,147,105,42,43,38,5
B0103,09,801108,Faizabad (NPP),Urban,Graduate and above other than technical degree,27213,14883,12330,11239,9398,1841,2100,1351,749,1224,716,508,13874,4134,9740,3962,1779,2183
B0103,09,801108,Faizabad (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,3445,2194,1251,1638,1269,369,268,173,95,146,86,60,1539,752,787,558,314,244
B0103,09,801116,Akbarpur (NPP),Urban,Total,111447,57330,54117,21172,16536,4636,13984,9109,4875,6717,4930,1787,76291,31685,44606,8178,3995,4183
B0103,09,801116,Akbarpur (NPP),Urban,Illiterate,39398,16697,22701,5673,3730,1943,5143,2581,2562,2201,1338,863,28582,10386,18196,1350,419,931
B0103,09,801116,Akbarpur (NPP),Urban,Literate,72049,40633,31416,15499,12806,2693,8841,6528,2313,4516,3592,924,47709,21299,26410,6828,3576,3252
B0103,09,801116,Akbarpur (NPP),Urban,Literate but below matric/secondary,40826,22836,17990,6497,5477,1020,5075,3878,1197,2556,2127,429,29254,13481,15773,2350,1252,1098
B0103,09,801116,Akbarpur (NPP),Urban,Matric/secondary but below graduate,17565,9716,7849,3975,3339,636,2062,1482,580,1061,794,267,11528,4895,6633,2545,1321,1224
B0103,09,801116,Akbarpur (NPP),Urban,Technical diploma or certificate not equal to degree,123,109,14,47,42,5,12,11,1,8,8,0,64,56,8,29,26,3
B0103,09,801116,Akbarpur (NPP),Urban,Graduate and above other than technical degree,8809,5170,3639,3514,2810,704,1034,704,330,563,408,155,4261,1656,2605,1404,680,724
B0103,09,801116,Akbarpur (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,936,641,295,433,339,94,81,61,20,48,40,8,422,241,181,164,108,56
B0103,09,801119,Sultanpur (NPP),Urban,Total,107640,56420,51220,26978,22839,4139,5483,3486,1997,2475,1697,778,75179,30095,45084,8867,4303,4564
B0103,09,801119,Sultanpur (NPP),Urban,Illiterate,23560,10424,13136,2906,2066,840,870,507,363,367,249,118,19784,7851,11933,814,297,517
B0103,09,801119,Sultanpur (NPP),Urban,Literate,84080,45996,38084,24072,20773,3299,4613,2979,1634,2108,1448,660,55395,22244,33151,8053,4006,4047
B0103,09,801119,Sultanpur (NPP),Urban,Literate but below matric/secondary,35674,18486,17188,6702,5819,883,1899,1264,635,779,581,198,27073,11403,15670,2041,999,1042
B0103,09,801119,Sultanpur (NPP),Urban,Matric/secondary but below graduate,24405,13276,11129,6616,5864,752,1346,861,485,617,416,201,16443,6551,9892,3051,1545,1506
B0103,09,801119,Sultanpur (NPP),Urban,Technical diploma or certificate not equal to degree,353,308,45,208,194,14,15,15,0,10,10,0,130,99,31,43,29,14
B0103,09,801119,Sultanpur (NPP),Urban,Graduate and above other than technical degree,18029,10440,7589,8218,6973,1245,990,607,383,521,319,202,8821,2860,5961,2280,1037,1243
B0103,09,801119,Sultanpur (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2446,1690,756,1215,978,237,153,104,49,87,62,25,1078,608,470,352,225,127
B0103,09,801125,Bahraich (NPP),Urban,Total,186223,97653,88570,42975,37795,5180,12023,8625,3398,5074,3911,1163,131225,51233,79992,12590,6018,6572
B0103,09,801125,Bahraich (NPP),Urban,Illiterate,66659,32746,33913,11492,9840,1652,4384,3040,1344,1793,1373,420,50783,19866,30917,2516,1066,1450
B0103,09,801125,Bahraich (NPP),Urban,Literate,119564,64907,54657,31483,27955,3528,7639,5585,2054,3281,2538,743,80442,31367,49075,10074,4952,5122
B0103,09,801125,Bahraich (NPP),Urban,Literate but below matric/secondary,59355,32132,27223,11410,10524,886,3559,2679,880,1495,1247,248,44386,18929,25457,3071,1540,1531
B0103,09,801125,Bahraich (NPP),Urban,Matric/secondary but below graduate,31095,16274,14821,8137,7352,785,1876,1379,497,796,609,187,21082,7543,13539,3914,1949,1965
B0103,09,801125,Bahraich (NPP),Urban,Technical diploma or certificate not equal to degree,209,177,32,116,108,8,17,13,4,6,5,1,76,56,20,21,15,6
B0103,09,801125,Bahraich (NPP),Urban,Graduate and above other than technical degree,18807,10389,8418,8165,6914,1251,1101,745,356,491,324,167,9541,2730,6811,2327,1017,1310
B0103,09,801125,Bahraich (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,1683,1148,535,846,660,186,106,80,26,49,43,6,731,408,323,277,193,84
B0103,09,801134,Gonda (NPP),Urban,Total,114046,59948,54098,27443,23212,4231,7564,4970,2594,4206,2793,1413,79039,31766,47273,9062,4856,4206
B0103,09,801134,Gonda (NPP),Urban,Illiterate,33187,15346,17841,5283,4165,1118,1992,1167,825,1056,631,425,25912,10014,15898,1474,624,850
B0103,09,801134,Gonda (NPP),Urban,Literate,80859,44602,36257,22160,19047,3113,5572,3803,1769,3150,2162,988,53127,21752,31375,7588,4232,3356
B0103,09,801134,Gonda (NPP),Urban,Literate but below matric/secondary,34124,18062,16062,5985,5105,880,2209,1478,731,1280,870,410,25930,11479,14451,1995,1087,908
B0103,09,801134,Gonda (NPP),Urban,Matric/secondary but below graduate,23650,12930,10720,6451,5688,763,1624,1120,504,911,642,269,15575,6122,9453,2955,1695,1260
B0103,09,801134,Gonda (NPP),Urban,Technical diploma or certificate not equal to degree,340,298,42,227,212,15,20,17,3,11,9,2,93,69,24,29,25,4
B0103,09,801134,Gonda (NPP),Urban,Graduate and above other than technical degree,15689,9129,6560,6798,5765,1033,1114,742,372,620,412,208,7777,2622,5155,1917,1011,906
B0103,09,801134,Gonda (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,1523,1056,467,761,614,147,100,75,25,66,49,17,662,367,295,261,178,83
B0103,09,801147,Basti (NPP),Urban,Total,114657,60095,54562,23124,20098,3026,7475,5710,1765,3439,2816,623,84058,34287,49771,7920,4427,3493
B0103,09,801147,Basti (NPP),Urban,Illiterate,30268,13059,17209,3008,2296,712,1872,1289,583,988,705,283,25388,9474,15914,1026,391,635
B0103,09,801147,Basti (NPP),Urban,Literate,84389,47036,37353,20116,17802,2314,5603,4421,1182,2451,2111,340,58670,24813,33857,6894,4036,2858
B0103,09,801147,Basti (NPP),Urban,Literate but below matric/secondary,35513,18958,16555,5120,4612,508,2333,1905,428,1065,948,117,28060,12441,15619,1752,1043,709
B0103,09,801147,Basti (NPP),Urban,Matric/secondary but below graduate,24831,13777,11054,5664,5130,534,1572,1252,320,671,588,83,17595,7395,10200,2447,1464,983
B0103,09,801147,Basti (NPP),Urban,Technical diploma or certificate not equal to degree,397,350,47,229,216,13,19,17,2,5,4,1,149,117,32,27,19,8
B0103,09,801147,Basti (NPP),Urban,Graduate and above other than technical degree,17873,10398,7475,7197,6219,978,1106,797,309,454,350,104,9570,3382,6188,2132,1162,970
B0103,09,801147,Basti (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2310,1673,637,1121,945,176,157,113,44,60,43,17,1032,615,417,323,214,109
B0103,09,801160,Gorakhpur (M Corp.),Urban,Total,673446,353907,319539,157624,132967,24657,50931,33333,17598,24220,16898,7322,464891,187607,277284,62267,31165,31102
B0103,09,801160,Gorakhpur (M Corp.),Urban,Illiterate,166752,72789,93963,20817,15031,5786,11540,6668,4872,5534,3687,1847,134395,51090,83305,8158,2796,5362
B0103,09,801160,Gorakhpur (M Corp.),Urban,Literate,506694,281118,225576,136807,117936,18871,39391,26665,12726,18686,13211,5475,330496,136517,193979,54109,28369,25740
B0103,09,801160,Gorakhpur (M Corp.),Urban,Literate but below matric/secondary,189369,100148,89221,30414,26287,4127,13501,9351,4150,6340,4717,1623,145454,64510,80944,13117,6835,6282
B0103,09,801160,Gorakhpur (M Corp.),Urban,Matric/secondary but below graduate,157637,86978,70659,42394,37409,4985,12613,8532,4081,6177,4298,1879,102630,41037,61593,21493,11497,9996
B0103,09,801160,Gorakhpur (M Corp.),Urban,Technical diploma or certificate not equal to degree,3342,2890,452,1692,1587,105,237,210,27,129,108,21,1413,1093,320,410,330,80
B0103,09,801160,Gorakhpur (M Corp.),Urban,Graduate and above other than technical degree,108910,62655,46255,45202,38465,6737,8782,5645,3137,4075,2653,1422,54926,18545,36381,13818,6598,7220
B0103,09,801160,Gorakhpur (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,14813,10461,4352,7131,5882,1249,1146,814,332,569,397,172,6536,3765,2771,2164,1420,744
B0103,09,801175,Deoria (NPP),Urban,Total,129479,67462,62017,29470,25829,3641,5769,4100,1669,2706,1943,763,94240,37533,56707,13043,6691,6352
B0103,09,801175,Deoria (NPP),Urban,Illiterate,29917,12734,17183,3222,2400,822,1104,624,480,494,293,201,25591,9710,15881,1204,443,761
B0103,09,801175,Deoria (NPP),Urban,Literate,99562,54728,44834,26248,23429,2819,4665,3476,1189,2212,1650,562,68649,27823,40826,11839,6248,5591
B0103,09,801175,Deoria (NPP),Urban,Literate but below matric/secondary,37441,19037,18404,5063,4545,518,1484,1107,377,721,557,164,30894,13385,17509,2400,1213,1187
B0103,09,801175,Deoria (NPP),Urban,Matric/secondary but below graduate,31930,17139,14791,8005,7268,737,1597,1181,416,783,583,200,22328,8690,13638,4862,2647,2215
B0103,09,801175,Deoria (NPP),Urban,Technical diploma or certificate not equal to degree,487,431,56,223,212,11,22,22,0,6,6,0,242,197,45,77,67,10
B0103,09,801175,Deoria (NPP),Urban,Graduate and above other than technical degree,22173,13495,8678,9893,8743,1150,1147,848,299,530,371,159,11133,3904,7229,3507,1757,1750
B0103,09,801175,Deoria (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,3033,2287,746,1626,1384,242,143,107,36,62,45,17,1264,796,468,460,334,126
B0103,09,801189,Azamgarh (NPP),Urban,Total,110983,57878,53105,24336,20970,3366,4959,3378,1581,2139,1601,538,81688,33530,48158,8533,4889,3644
B0103,09,801189,Azamgarh (NPP),Urban,Illiterate,27775,12436,15339,2885,2084,801,1126,670,456,479,327,152,23764,9682,14082,1014,470,544
B0103,09,801189,Azamgarh (NPP),Urban,Literate,83208,45442,37766,21451,18886,2565,3833,2708,1125,1660,1274,386,57924,23848,34076,7519,4419,3100
B0103,09,801189,Azamgarh (NPP),Urban,Literate but below matric/secondary,35719,18739,16980,5577,5015,562,1581,1142,439,613,506,107,28561,12582,15979,2007,1230,777
B0103,09,801189,Azamgarh (NPP),Urban,Matric/secondary but below graduate,24581,13271,11310,6042,5492,550,1238,859,379,577,415,162,17301,6920,10381,2738,1641,1097
B0103,09,801189,Azamgarh (NPP),Urban,Technical diploma or certificate not equal to degree,385,334,51,196,187,9,9,9,0,6,6,0,180,138,42,45,38,7
B0103,09,801189,Azamgarh (NPP),Urban,Graduate and above other than technical degree,17592,10198,7394,7585,6533,1052,762,526,236,368,273,95,9245,3139,6106,2199,1190,1009
B0103,09,801189,Azamgarh (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2319,1493,826,1184,917,267,83,54,29,41,26,15,1052,522,530,296,185,111
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Total,278745,142967,135778,73392,55170,18222,15574,9305,6269,5346,3605,1741,189779,78492,111287,11608,5947,5661
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Illiterate,96322,43018,53304,16808,10932,5876,4726,2092,2634,1496,846,650,74788,29994,44794,1825,674,1151
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Literate,182423,99949,82474,56584,44238,12346,10848,7213,3635,3850,2759,1091,114991,48498,66493,9783,5273,4510
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Literate but below matric/secondary,100799,52942,47857,25483,19016,6467,4955,3129,1826,1566,1102,464,70361,30797,39564,3168,1656,1512
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Matric/secondary but below graduate,46392,26602,19790,15348,12771,2577,3250,2273,977,1260,926,334,27794,11558,16236,3761,2064,1697
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Technical diploma or certificate not equal to degree,486,275,211,154,125,29,21,20,1,3,2,1,311,130,181,30,24,6
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Graduate and above other than technical degree,18693,10804,7889,8335,6826,1509,1345,923,422,546,372,174,9013,3055,5958,1916,999,917
B0103,09,801200,Maunath Bhanjan (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2082,1493,589,1017,832,185,117,93,24,48,37,11,948,568,380,259,189,70
B0103,09,801206,Ballia (NPP),Urban,Total,104424,55459,48965,23069,18759,4310,12187,7405,4782,6107,3830,2277,69168,29295,39873,9541,4987,4554
B0103,09,801206,Ballia (NPP),Urban,Illiterate,27093,12161,14932,3420,2304,1116,2607,1357,1250,1156,628,528,21066,8500,12566,1045,367,678
B0103,09,801206,Ballia (NPP),Urban,Literate,77331,43298,34033,19649,16455,3194,9580,6048,3532,4951,3202,1749,48102,20795,27307,8496,4620,3876
B0103,09,801206,Ballia (NPP),Urban,Literate but below matric/secondary,29218,15007,14211,4332,3484,848,3434,2052,1382,1657,996,661,21452,9471,11981,1915,1007,908
B0103,09,801206,Ballia (NPP),Urban,Matric/secondary but below graduate,24602,13570,11032,6333,5366,967,3140,1951,1189,1696,1082,614,15129,6253,8876,3743,1963,1780
B0103,09,801206,Ballia (NPP),Urban,Technical diploma or certificate not equal to degree,341,288,53,154,146,8,43,33,10,29,24,5,144,109,35,42,34,8
B0103,09,801206,Ballia (NPP),Urban,Graduate and above other than technical degree,14324,8973,5351,5929,5086,843,1674,1131,543,958,670,288,6721,2756,3965,1915,1054,861
B0103,09,801206,Ballia (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,1790,1279,511,835,675,160,151,109,42,88,63,25,804,495,309,282,195,87
B0103,09,801215,Jaunpur (NPP),Urban,Total,180362,93718,86644,38453,32805,5648,11368,8220,3148,5057,3967,1090,130541,52693,77848,14287,7653,6634
B0103,09,801215,Jaunpur (NPP),Urban,Illiterate,52312,23251,29061,6368,4818,1550,2727,1767,960,1201,881,320,43217,16666,26551,1977,805,1172
B0103,09,801215,Jaunpur (NPP),Urban,Literate,128050,70467,57583,32085,27987,4098,8641,6453,2188,3856,3086,770,87324,36027,51297,12310,6848,5462
B0103,09,801215,Jaunpur (NPP),Urban,Literate but below matric/secondary,59887,32161,27726,10684,9419,1265,3606,2837,769,1626,1363,263,45597,19905,25692,3489,2007,1482
B0103,09,801215,Jaunpur (NPP),Urban,Matric/secondary but below graduate,38060,20440,17620,9519,8443,1076,2629,1961,668,1240,975,265,25912,10036,15876,4990,2743,2247
B0103,09,801215,Jaunpur (NPP),Urban,Technical diploma or certificate not equal to degree,343,290,53,150,138,12,39,34,5,25,23,2,154,118,36,43,37,6
B0103,09,801215,Jaunpur (NPP),Urban,Graduate and above other than technical degree,21925,12893,9032,8955,7752,1203,1625,1152,473,694,523,171,11345,3989,7356,2897,1523,1374
B0103,09,801215,Jaunpur (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2946,1958,988,1354,1063,291,184,124,60,87,62,25,1408,771,637,484,303,181
B0103,09,801222,Ghazipur (NPP+OG),Urban,Total,121020,63513,57507,26881,23281,3600,6583,4501,2082,4794,3204,1590,87556,35731,51825,12419,6599,5820
B0103,09,801222,Ghazipur (NPP+OG),Urban,Illiterate,32364,14154,18210,4012,2952,1060,1445,825,620,1029,568,461,26907,10377,16530,1287,400,887
B0103,09,801222,Ghazipur (NPP+OG),Urban,Literate,88656,49359,39297,22869,20329,2540,5138,3676,1462,3765,2636,1129,60649,25354,35295,11132,6199,4933
B0103,09,801222,Ghazipur (NPP+OG),Urban,Literate but below matric/secondary,37399,19675,17724,6227,5592,635,2251,1584,667,1673,1164,509,28921,12499,16422,2633,1418,1215
B0103,09,801222,Ghazipur (NPP+OG),Urban,Matric/secondary but below graduate,28608,16089,12519,7323,6691,632,1689,1240,449,1251,895,356,19596,8158,11438,4739,2750,1989
B0103,09,801222,Ghazipur (NPP+OG),Urban,Technical diploma or certificate not equal to degree,356,326,30,166,158,8,14,12,2,4,3,1,176,156,20,70,64,6
B0103,09,801222,Ghazipur (NPP+OG),Urban,Graduate and above other than technical degree,16825,10005,6820,7215,6262,953,699,519,180,465,336,129,8911,3224,5687,2882,1478,1404
B0103,09,801222,Ghazipur (NPP+OG),Urban,Technical degree or diploma equal to degree or post-graduate degree,2015,1413,602,933,768,165,58,44,14,36,27,9,1024,601,423,415,276,139
B0103,09,801227,Mughalsarai (NPP),Urban,Total,109650,57682,51968,19158,17070,2088,9864,8006,1858,5257,4448,809,80628,32606,48022,7117,3952,3165
B0103,09,801227,Mughalsarai (NPP),Urban,Illiterate,32714,13868,18846,2883,2087,796,2370,1529,841,1271,945,326,27461,10252,17209,1121,359,762
B0103,09,801227,Mughalsarai (NPP),Urban,Literate,76936,43814,33122,16275,14983,1292,7494,6477,1017,3986,3503,483,53167,22354,30813,5996,3593,2403
B0103,09,801227,Mughalsarai (NPP),Urban,Literate but below matric/secondary,38368,20855,17513,5277,4883,394,3589,3091,498,2015,1793,222,29502,12881,16621,1831,1018,813
B0103,09,801227,Mughalsarai (NPP),Urban,Matric/secondary but below graduate,24027,14097,9930,5622,5306,316,2569,2277,292,1315,1177,138,15836,6514,9322,2547,1614,933
B0103,09,801227,Mughalsarai (NPP),Urban,Technical diploma or certificate not equal to degree,353,316,37,148,142,6,23,22,1,12,11,1,182,152,30,52,42,10
B0103,09,801227,Mughalsarai (NPP),Urban,Graduate and above other than technical degree,10513,6358,4155,3991,3588,403,920,766,154,454,370,84,5602,2004,3598,1245,707,538
B0103,09,801227,Mughalsarai (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,1245,886,359,594,493,101,72,60,12,28,23,5,579,333,246,174,129,45
B0103,09,801235,Varanasi (M Corp.),Urban,Total,1198491,635140,563351,339305,285456,53849,62817,39469,23348,22892,15764,7128,796369,310215,486154,67326,34100,33226
B0103,09,801235,Varanasi (M Corp.),Urban,Illiterate,355994,165487,190507,71986,54076,17910,15248,8225,7023,4636,2923,1713,268760,103186,165574,8265,2988,5277
B0103,09,801235,Varanasi (M Corp.),Urban,Literate,842497,469653,372844,267319,231380,35939,47569,31244,16325,18256,12841,5415,527609,207029,320580,59061,31112,27949
B0103,09,801235,Varanasi (M Corp.),Urban,Literate but below matric/secondary,373813,201575,172238,90045,77847,12198,19713,13085,6628,6861,5034,1827,264055,110643,153412,15297,7851,7446
B0103,09,801235,Varanasi (M Corp.),Urban,Matric/secondary but below graduate,238285,132834,105451,75880,67633,8247,13568,9127,4441,5463,3885,1578,148837,56074,92763,22689,12401,10288
B0103,09,801235,Varanasi (M Corp.),Urban,Technical diploma or certificate not equal to degree,3135,2699,436,1611,1490,121,156,134,22,81,74,7,1368,1075,293,323,261,62
B0103,09,801235,Varanasi (M Corp.),Urban,Graduate and above other than technical degree,151612,86764,64848,68536,58417,10119,8236,5191,3045,3500,2218,1282,74840,23156,51684,14771,7103,7668
B0103,09,801235,Varanasi (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,21010,14676,6334,10443,8438,2005,1060,712,348,533,361,172,9507,5526,3981,2640,1765,875
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Total,234871,125601,109270,56326,46958,9368,20921,14052,6869,9436,6860,2576,157624,64591,93033,14552,7854,6698
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Illiterate,78463,35663,42800,12713,9105,3608,6067,3443,2624,2659,1750,909,59683,23115,36568,2777,1057,1720
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Literate,156408,89938,66470,43613,37853,5760,14854,10609,4245,6777,5110,1667,97941,41476,56465,11775,6797,4978
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Literate but below matric/secondary,77445,43091,34354,16392,14056,2336,7198,5146,2052,3076,2362,714,53855,23889,29966,3748,2075,1673
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Matric/secondary but below graduate,42644,24468,18176,12197,10817,1380,4110,2928,1182,2003,1494,509,26337,10723,15614,4432,2610,1822
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Technical diploma or certificate not equal to degree,553,472,81,262,239,23,45,38,7,19,15,4,246,195,51,67,57,10
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Graduate and above other than technical degree,23751,14722,9029,10385,9134,1251,2123,1542,581,1034,766,268,11243,4046,7197,2538,1420,1118
B0103,09,801244,Mirzapur-cum-Vindhyachal (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2095,1503,592,1023,831,192,169,130,39,94,70,24,903,542,361,266,183,83
B0103,09,801262,Etah (NPP),Urban,Total,118517,62590,55927,27536,23332,4204,6649,4561,2088,3504,2508,996,84332,34697,49635,8222,4275,3947
B0103,09,801262,Etah (NPP),Urban,Illiterate,30888,14015,16873,3356,2544,812,1460,863,597,755,492,263,26072,10608,15464,987,400,587
B0103,09,801262,Etah (NPP),Urban,Literate,87629,48575,39054,24180,20788,3392,5189,3698,1491,2749,2016,733,58260,24089,34171,7235,3875,3360
B0103,09,801262,Etah (NPP),Urban,Literate but below matric/secondary,34791,18046,16745,5374,4526,848,1751,1227,524,884,678,206,27666,12293,15373,1674,875,799
B0103,09,801262,Etah (NPP),Urban,Matric/secondary but below graduate,28143,15812,12331,7963,7073,890,1726,1298,428,940,713,227,18454,7441,11013,2943,1641,1302
B0103,09,801262,Etah (NPP),Urban,Technical diploma or certificate not equal to degree,203,183,20,97,93,4,15,14,1,9,9,0,91,76,15,22,19,3
B0103,09,801262,Etah (NPP),Urban,Graduate and above other than technical degree,18951,11211,7740,8707,7447,1260,1195,819,376,610,403,207,9049,2945,6104,1996,977,1019
B0103,09,801262,Etah (NPP),Urban,Technical degree or diploma equal to degree or post-graduate degree,2637,1820,817,1228,985,243,152,114,38,95,72,23,1257,721,536,391,255,136
B0103,09,801269,Kasganj (NPP),Urban,Total,101277,53552,47725,23125,21250,1875,4475,3716,759,2142,1825,317,73677,28586,45091,6381,3132,3249
B0103,09,801269,Kasganj (NPP),Urban,Illiterate,33274,15324,17950,4092,3601,491,1476,1169,307,721,615,106,27706,10554,17152,1082,420,662
B0103,09,801269,Kasganj (NPP),Urban,Literate,68003,38228,29775,19033,17649,1384,2999,2547,452,1421,1210,211,45971,18032,27939,5299,2712,2587
B0103,09,801269,Kasganj (NPP),Urban,Literate but below matric/secondary,30384,16566,13818,5521,5263,258,1349,1143,206,706,604,102,23514,10160,13354,1220,638,582
B0103,09,801269,Kasganj (NPP),Urban,Matric/secondary but below graduate,19640,11127,8513,5634,5355,279,853,732,121,402,344,58,13153,5040,8113,2169,1141,1028
