"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Armenia","ARM",149864526,2.17364271506057,2,26,3,1,1,1,1,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,1,1,1,1,2,,,1,1,1,3,2,,2,2,2,2,1,1,1,,7,,,2,,,,2,,,,2,,,,,,1,2,1,1,,,1,1,2,2,2,2,1,2,,,,,,3,3,1,1,3,1,,0,1,1,1,4,4,4,5,1,1,1,1
"Armenia","ARM",127066288,0.760042561451794,1,81,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",204866983,0.485863535194602,1,39,3,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,2,,1,1,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",142724065,0.53049634027904,1,37,3,4,2,2,1,1,0,1,2,2,,,2,2,3,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,2,2,,0,1,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",151733284,1.20984345111172,2,72,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,4,5,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Armenia","ARM",196588760,0.291978240578293,1,55,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",186467181,1.95108483493092,2,22,2,1,1,1,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,2,2,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,1,4,4,4,4,1,1,1,1,1,0
"Armenia","ARM",150808137,0.301459179438959,1,37,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,2,2,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",194307733,0.842195126920492,2,74,2,3,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,1,4,4,4,4,1,5,1,2,1,0
"Armenia","ARM",174124473,2.0593043829128,2,65,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Armenia","ARM",124738159,0.361027647286526,1,25,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,2,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",147767657,1.29415200597265,2,69,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Armenia","ARM",205320255,0.662304027021419,2,62,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,3,4,1,2,,0,1,4,4,4,2,2,5,1,2,0,0
"Armenia","ARM",112758613,0.350437609598782,1,54,2,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",162320232,0.835903247366491,2,40,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,5,1,1,4,3,3,,1,0,4,4,4,4,2,3,1,2,0,0
"Armenia","ARM",207402968,0.242363197758024,1,81,3,4,2,2,0,0,0,,,3,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,3,3,2,3,,1,,0,1,4,4,3,4,4,3,2,2,0,0
"Armenia","ARM",129228857,0.380021280725897,1,70,2,5,2,2,1,1,0,2,1,2,,,2,2,1,1,2,2,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,3,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,4,4,4,4,4,1,1,1,1,0
"Armenia","ARM",154288610,2.81393016973554,1,18,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,1,1,2,2,2,2,,7,,,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,3,2,,2,,1,0,4,4,4,2,4,4,1,1,0,0
"Armenia","ARM",171276730,2.98339399484209,1,48,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,2,2,2,3,,1,0,4,4,4,2,4,5,1,1,0,0
"Armenia","ARM",194045780,2.53094027063016,1,45,2,1,2,2,1,1,0,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,2,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,1,1,2,2,2,2,3,3,3,3,,2,,0,0,4,4,4,3,3,5,2,1,0,0
"Armenia","ARM",137037472,0.242363197758024,1,66,2,5,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,1,1,2,,1,2,2,,,,1,1,2,2,2,2,2,,1,3,3,1,2,1,2,2,,,,1,1,2,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,2,4,2,1,,1,0,1,4,4,4,1,3,1,1,1,1
"Armenia","ARM",150967015,2.53936425362591,1,34,1,2,1,1,1,1,0,1,1,2,,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,3,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,1,1,2,2,1,,1,1,2,2,1,,2,1,1,1,2,3,,0,1,4,2,2,2,3,5,1,1,0,0
"Armenia","ARM",146218055,1.82508939555719,2,46,2,2,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,1,4,4,4,4,1,5,1,1,0,0
"Armenia","ARM",186052774,1.78911661393928,1,16,2,4,2,2,1,1,0,2,2,2,,,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,1,2,,2,2,1,1,2,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,4,3,,1,1,4,4,4,4,4,5,1,1,1,1
"Armenia","ARM",130959857,0.393548910465979,1,66,3,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,1,1,4,2,3,,0,1,4,4,3,4,1,5,1,1,0,0
"Armenia","ARM",132193522,0.718083730474905,2,58,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,1,2,1,2,1,2,4,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Armenia","ARM",154349245,0.333724598585417,1,35,2,5,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,1,1,1,2,1,2,1,1,2,2,1,1,1,,2,1,2,,,,2,2,2,2,2,2,1,,6,1,1,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,1,5,1,1,1,1
"Armenia","ARM",171140197,0.291978240578293,1,74,2,3,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,4,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Armenia","ARM",166868837,0.539177499222748,1,57,3,3,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,1,2,1,2,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,2,1,1,3,2,,0,1,1,4,4,4,4,3,1,1,1,0
"Armenia","ARM",192159547,0.574702619047495,1,68,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,3,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,3,5,2,2,0,0
"Armenia","ARM",114535520,0.328471859231348,1,61,2,2,1,2,1,1,0,2,2,2,,,1,1,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,3,2,2,1,,3,3,3,4,,2,,0,0,4,4,4,2,2,5,1,1,1,0
"Armenia","ARM",170541624,1.78911661393928,1,20,2,3,1,2,1,1,0,1,2,2,,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,1,2,2,1,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,1,2,1,1,1,0
"Armenia","ARM",140575164,1.87447560399377,1,15,2,1,2,2,1,0,1,,,2,,,,,,,,,,,,,,,1,4,1,4,2,2,1,4,1,1,2,1,1,2,,2,1,1,2,1,,2,2,2,2,2,2,2,,4,2,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,2,2,2,3,1,,0,0,4,4,4,4,2,1,1,1,1,1
"Armenia","ARM",115271175,0.256833533255046,1,35,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,1,2,1,1,1,2,2,,,2,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,2,2,3,1,,1,1,2,4,4,4,3,2,1,2,0,0
"Armenia","ARM",153389556,1.25950370868906,1,43,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",126562560,1.35016361339708,1,22,3,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,1,1,1,2,2,,2,2,,2,2,2,1,,3,2,3,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,2,,1,1,4,4,4,4,1,1,1,1,0,0
"Armenia","ARM",206551748,1.24240840980768,1,71,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,2,2,2,,,,,,3,2,1,1,4,2,,0,0,4,4,3,4,2,5,1,1,0,0
"Armenia","ARM",190271772,0.89455830696964,1,19,2,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",188848787,2.98339399484209,2,46,2,1,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,1,1,,2,2,1,2,2,,2,2,,2,1,1,2,,4,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,3,2,1,,1,1,1,4,4,4,1,5,1,1,1,1
"Armenia","ARM",206199040,0.328590105680021,1,41,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,1,1,1,1,2,,,2,2,1,2,1,,2,2,2,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,1,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,2,,1,1,2,4,4,4,1,5,1,1,1,0
"Armenia","ARM",176252680,2.98339399484209,2,16,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",115142295,0.514457246443973,2,58,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,5,2,2,4,3,4,,0,0,4,4,4,4,2,5,1,2,0,0
"Armenia","ARM",162680441,2.98339399484209,2,21,3,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,1,2,2,1,1,1,,,1,2,1,1,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,2,3,2,4,2,,0,1,4,3,4,4,1,1,1,1,1,0
"Armenia","ARM",205393507,2.01222199020425,1,53,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,5,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,2,3,2,,0,1,4,4,4,2,2,5,1,1,0,0
"Armenia","ARM",124323563,2.16463550086978,2,42,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",194599871,0.242931767597301,1,37,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,1,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,3,,,,,,3,3,3,3,,2,,1,0,1,4,4,5,1,5,1,1,1,1
"Armenia","ARM",194021177,0.875939438620121,1,40,2,3,2,2,1,1,0,1,2,2,,,2,1,1,2,,2,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,1,2,2,,2,2,,2,2,1,1,,4,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,3,1,3,1,2,1,,1,1,1,4,4,4,2,5,1,1,1,0
"Armenia","ARM",157730574,1.29415200597265,2,81,2,4,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,0,4,4,4,4,1,5,1,2,1,0
"Armenia","ARM",111410931,2.9524977984507,2,53,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",202050784,2.40216165969377,2,68,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,2,1,,1,0,4,4,4,4,2,5,1,2,0,0
"Armenia","ARM",195462695,1.46143868413753,1,20,2,3,1,1,1,1,0,2,1,2,,,2,1,1,1,1,1,2,,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,4,,0,1,4,4,4,4,4,5,1,1,1,1
"Armenia","ARM",113001697,1.07323894355474,1,21,3,5,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,1,,2,1,1,1,1,,2,2,2,2,2,2,1,,1,2,1,1,2,1,2,1,1,,,2,,,,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,3,3,3,2,,3,,1,1,1,4,4,4,4,1,1,1,1,1
"Armenia","ARM",149623300,1.65572438699536,2,69,2,4,2,2,1,1,0,2,2,3,,,2,1,3,,,,1,3,1,2,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,2,2,1,1,1,,4,2,2,2,,,,1,1,,,1,2,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,1,2,3,5,2,,0,1,1,4,4,4,1,1,1,1,1,0
"Armenia","ARM",137518735,0.770500599765139,1,37,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,3,5,1,1,0,0
"Armenia","ARM",120469003,0.242363197758024,1,75,3,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,3,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,7,,,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,3,4,2,1,,1,1,4,1,1,4,2,4,1,2,1,0
"Armenia","ARM",149506889,0.389477095706896,1,52,3,5,1,2,1,1,0,,,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,4,,3,,0,0,1,4,4,4,1,5,1,1,1,0
"Armenia","ARM",158526204,0.606391465351082,1,56,2,2,1,2,1,1,0,1,2,3,,,2,2,2,,,,4,,3,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,1,4,2,1,,1,1,1,4,4,4,2,5,1,1,1,0
"Armenia","ARM",202448426,0.513667066510092,1,36,2,2,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,1,2,2,2,2,,,1,2,1,2,1,,2,2,2,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,1,1,4,3,,1,1,1,4,4,4,1,5,1,1,1,0
"Armenia","ARM",151151112,0.242363197758024,1,72,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,4,2,2,,1,0,4,4,4,4,2,5,2,2,0,0
"Armenia","ARM",142822538,0.941324888421076,1,42,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,5,2,4,3,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",189477825,0.87593472173488,1,64,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,3,3,2,1,,1,0,2,4,4,4,2,5,1,1,0,0
"Armenia","ARM",177108691,0.242363197758024,1,58,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,2,1,4,2,1,,0,1,4,3,4,4,2,5,1,2,0,0
"Armenia","ARM",157345975,0.242363197758024,1,71,2,5,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,2,1,2,4,2,2,,1,0,4,4,3,4,1,5,1,1,1,0
"Armenia","ARM",198254170,1.33617491843603,2,37,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Armenia","ARM",171201557,0.359451666148499,1,55,3,1,1,2,1,1,0,2,2,2,,,2,1,2,,,,1,1,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,3,,0,0,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",115332886,0.243097603361585,1,77,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,4,1,2,2,4,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,1,5,5,3,,2,,1,0,4,4,2,4,2,5,1,2,0,0
"Armenia","ARM",118343401,1.37085142151189,1,50,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,1,2,4,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,3,2,2,1,,2,2,2,3,3,2,,1,1,4,4,4,2,2,5,1,1,0,0
"Armenia","ARM",141414353,2.24570737140013,1,24,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",143344030,1.73521140623391,2,50,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,2,2,2,2,0,0
